Unnamed: 0,Label
1200.0,stable
1201.0,stable
1202.0,stable
1203.0,stable
1204.0,stable
1205.0,stable
1206.0,stable
1207.0,stable
1208.0,stable
1209.0,stable
1210.0,stable
1211.0,stable
1212.0,stable
1213.0,stable
1214.0,stable
1215.0,stable
1216.0,stable
1217.0,stable
1218.0,stable
1219.0,stable
1220.0,stable
1221.0,stable
1222.0,stable
1223.0,stable
1224.0,stable
1225.0,stable
1226.0,stable
1227.0,stable
1228.0,stable
1229.0,stable
1230.0,stable
1231.0,stable
1232.0,stable
1233.0,stable
1234.0,stable
1235.0,stable
1236.0,stable
1237.0,stable
1238.0,stable
1239.0,stable
1240.0,stable
1241.0,stable
1242.0,stable
1243.0,stable
1244.0,stable
1245.0,stable
1246.0,stable
1247.0,stable
1248.0,stable
1249.0,stable
1250.0,stable
1251.0,stable
1252.0,stable
1253.0,stable
1254.0,stable
1255.0,stable
1256.0,stable
1257.0,stable
1258.0,stable
1259.0,stable
1260.0,stable
1261.0,stable
1262.0,stable
1263.0,stable
1264.0,stable
1265.0,stable
1266.0,stable
1267.0,stable
1268.0,stable
1269.0,stable
1270.0,stable
1271.0,stable
1272.0,stable
1273.0,stable
1274.0,stable
1275.0,stable
1276.0,stable
1277.0,stable
1278.0,stable
1279.0,stable
1280.0,stable
1281.0,stable
1282.0,stable
1283.0,stable
1284.0,stable
1285.0,stable
1286.0,stable
1287.0,stable
1288.0,stable
1289.0,stable
1290.0,stable
1291.0,stable
1292.0,stable
1293.0,stable
1294.0,stable
1295.0,stable
1296.0,stable
1297.0,stable
1298.0,stable
1299.0,stable
1300.0,stable
1301.0,stable
1302.0,stable
1303.0,stable
1304.0,stable
1305.0,stable
1306.0,stable
1307.0,stable
1308.0,stable
1309.0,stable
1310.0,stable
1311.0,stable
1312.0,stable
1313.0,stable
1314.0,stable
1315.0,stable
1316.0,stable
1317.0,stable
1318.0,stable
1319.0,stable
1320.0,stable
1321.0,stable
1322.0,stable
1323.0,stable
1324.0,stable
1325.0,stable
1326.0,stable
1327.0,stable
1328.0,stable
1329.0,stable
1330.0,stable
1331.0,stable
1332.0,stable
1333.0,stable
1334.0,stable
1335.0,stable
1336.0,stable
1337.0,stable
1338.0,stable
1339.0,stable
1340.0,stable
1341.0,stable
1342.0,stable
1343.0,stable
1344.0,stable
1345.0,stable
1346.0,stable
1347.0,stable
1348.0,stable
1349.0,stable
1350.0,stable
1351.0,stable
1352.0,stable
1353.0,stable
1354.0,stable
1355.0,stable
1356.0,stable
1357.0,stable
1358.0,stable
1359.0,stable
1360.0,stable
1361.0,stable
1362.0,stable
1363.0,stable
1364.0,stable
1365.0,stable
1366.0,stable
1367.0,stable
1368.0,stable
1369.0,stable
1370.0,stable
1371.0,stable
1372.0,stable
1373.0,stable
1374.0,stable
1375.0,stable
1376.0,stable
1377.0,stable
1378.0,stable
1379.0,stable
1380.0,stable
1381.0,stable
1382.0,stable
1383.0,stable
1384.0,stable
1385.0,stable
1386.0,stable
1387.0,stable
1388.0,stable
1389.0,stable
1390.0,stable
1391.0,stable
1392.0,stable
1393.0,stable
1394.0,stable
1395.0,stable
1396.0,stable
1397.0,stable
1398.0,stable
1399.0,stable
1400.0,stable
1401.0,stable
1402.0,stable
1403.0,stable
1404.0,stable
1405.0,stable
1406.0,stable
1407.0,stable
1408.0,stable
1409.0,stable
1410.0,stable
1411.0,stable
1412.0,stable
1413.0,stable
1414.0,stable
1415.0,stable
1416.0,stable
1417.0,stable
1418.0,stable
1419.0,stable
1420.0,stable
1421.0,stable
1422.0,stable
1423.0,stable
1424.0,stable
1425.0,stable
1426.0,stable
1427.0,stable
1428.0,stable
1429.0,stable
1430.0,stable
1431.0,stable
1432.0,stable
1433.0,stable
1434.0,stable
1435.0,stable
1436.0,stable
1437.0,stable
1438.0,stable
1439.0,stable
1440.0,stable
1441.0,stable
1442.0,stable
1443.0,stable
1444.0,stable
1445.0,stable
1446.0,stable
1447.0,stable
1448.0,stable
1449.0,stable
1450.0,stable
1451.0,stable
1452.0,stable
1453.0,stable
1454.0,stable
1455.0,stable
1456.0,stable
1457.0,stable
1458.0,stable
1459.0,stable
1460.0,stable
1461.0,stable
1462.0,stable
1463.0,stable
1464.0,stable
1465.0,stable
1466.0,stable
1467.0,stable
1468.0,stable
1469.0,stable
1470.0,stable
1471.0,stable
1472.0,stable
1473.0,stable
1474.0,stable
1475.0,stable
1476.0,stable
1477.0,stable
1478.0,stable
1479.0,stable
1480.0,stable
1481.0,stable
1482.0,stable
1483.0,stable
1484.0,stable
1485.0,stable
1486.0,stable
1487.0,stable
1488.0,stable
1489.0,stable
1490.0,stable
1491.0,stable
1492.0,stable
1493.0,stable
1494.0,stable
1495.0,stable
1496.0,stable
1497.0,stable
1498.0,stable
1499.0,stable
1500.0,stable
1501.0,stable
1502.0,stable
1503.0,stable
1504.0,stable
1505.0,stable
1506.0,stable
1507.0,stable
1508.0,stable
1509.0,stable
1510.0,stable
1511.0,stable
1512.0,stable
1513.0,stable
1514.0,stable
1515.0,stable
1516.0,stable
1517.0,stable
1518.0,stable
1519.0,stable
1520.0,stable
1521.0,stable
1522.0,stable
1523.0,stable
1524.0,stable
1525.0,stable
1526.0,stable
1527.0,stable
1528.0,stable
1529.0,stable
1530.0,stable
1531.0,stable
1532.0,stable
1533.0,stable
1534.0,stable
1535.0,stable
1536.0,stable
1537.0,stable
1538.0,stable
1539.0,stable
1540.0,stable
1541.0,stable
1542.0,stable
1543.0,stable
1544.0,stable
1545.0,stable
1546.0,stable
1547.0,stable
1548.0,stable
1549.0,stable
1550.0,stable
1551.0,stable
1552.0,stable
1553.0,stable
1554.0,stable
1555.0,stable
1556.0,stable
1557.0,stable
1558.0,stable
1559.0,stable
1560.0,stable
1561.0,stable
1562.0,stable
1563.0,stable
1564.0,stable
1565.0,stable
1566.0,stable
1567.0,stable
1568.0,stable
1569.0,stable
1570.0,stable
1571.0,stable
1572.0,stable
1573.0,stable
1574.0,stable
1575.0,stable
1576.0,stable
1577.0,stable
1578.0,stable
1579.0,stable
1580.0,stable
1581.0,stable
1582.0,stable
1583.0,stable
1584.0,stable
1585.0,stable
1586.0,stable
1587.0,stable
1588.0,stable
1589.0,stable
1590.0,stable
1591.0,stable
1592.0,stable
1593.0,stable
1594.0,stable
1595.0,stable
1596.0,stable
1597.0,stable
1598.0,stable
1599.0,stable
1600.0,stable
1601.0,stable
1602.0,stable
1603.0,stable
1604.0,stable
1605.0,stable
1606.0,stable
1607.0,stable
1608.0,stable
1609.0,stable
1610.0,stable
1611.0,stable
1612.0,stable
1613.0,stable
1614.0,stable
1615.0,stable
1616.0,stable
1617.0,stable
1618.0,stable
1619.0,stable
1620.0,stable
1621.0,stable
1622.0,stable
1623.0,stable
1624.0,stable
1625.0,stable
1626.0,stable
1627.0,stable
1628.0,stable
1629.0,stable
1630.0,stable
1631.0,stable
1632.0,stable
1633.0,stable
1634.0,stable
1635.0,stable
1636.0,stable
1637.0,stable
1638.0,stable
1639.0,stable
1640.0,stable
1641.0,stable
1642.0,stable
1643.0,stable
1644.0,stable
1645.0,stable
1646.0,stable
1647.0,stable
1648.0,stable
1649.0,stable
1650.0,stable
1651.0,stable
1652.0,stable
1653.0,stable
1654.0,stable
1655.0,stable
1656.0,stable
1657.0,stable
1658.0,stable
1659.0,stable
1660.0,stable
1661.0,stable
1662.0,stable
1663.0,stable
1664.0,stable
1665.0,stable
1666.0,stable
1667.0,stable
1668.0,stable
1669.0,stable
1670.0,stable
1671.0,stable
1672.0,stable
1673.0,stable
1674.0,stable
1675.0,stable
1676.0,stable
1677.0,stable
1678.0,stable
1679.0,stable
1680.0,stable
1681.0,stable
1682.0,stable
1683.0,stable
1684.0,stable
1685.0,stable
1686.0,stable
1687.0,stable
1688.0,stable
1689.0,stable
1690.0,stable
1691.0,stable
1692.0,stable
1693.0,stable
1694.0,stable
1695.0,stable
1696.0,stable
1697.0,stable
1698.0,stable
1699.0,stable
1700.0,stable
1701.0,stable
1702.0,stable
1703.0,stable
1704.0,stable
1705.0,stable
1706.0,stable
1707.0,stable
1708.0,stable
1709.0,stable
1710.0,stable
1711.0,stable
1712.0,stable
1713.0,stable
1714.0,stable
1715.0,stable
1716.0,stable
1717.0,stable
1718.0,stable
1719.0,stable
1720.0,Minimum Sway
1721.0,Minimum Sway
1722.0,Minimum Sway
1723.0,Minimum Sway
1724.0,Minimum Sway
1725.0,Minimum Sway
1726.0,Minimum Sway
1727.0,Minimum Sway
1728.0,Minimum Sway
1729.0,Minimum Sway
1730.0,Minimum Sway
1731.0,Minimum Sway
1732.0,Minimum Sway
1733.0,Minimum Sway
1734.0,Minimum Sway
1735.0,Minimum Sway
1736.0,Minimum Sway
1737.0,Minimum Sway
1738.0,Minimum Sway
1739.0,stable
1740.0,stable
1741.0,stable
1742.0,stable
1743.0,stable
1744.0,stable
1745.0,stable
1746.0,stable
1747.0,stable
1748.0,stable
1749.0,stable
1750.0,stable
1751.0,stable
1752.0,stable
1753.0,stable
1754.0,stable
1755.0,stable
1756.0,stable
1757.0,stable
1758.0,stable
1759.0,stable
1760.0,stable
1761.0,stable
1762.0,stable
1763.0,stable
1764.0,stable
1765.0,stable
1766.0,stable
1767.0,stable
1768.0,stable
1769.0,stable
1770.0,stable
1771.0,stable
1772.0,stable
1773.0,stable
1774.0,stable
1775.0,stable
1776.0,stable
1777.0,stable
1778.0,stable
1779.0,stable
1780.0,stable
1781.0,stable
1782.0,stable
1783.0,stable
1784.0,stable
1785.0,stable
1786.0,stable
1787.0,stable
1788.0,stable
1789.0,stable
1790.0,stable
1791.0,stable
1792.0,stable
1793.0,stable
1794.0,stable
1795.0,stable
1796.0,stable
1797.0,stable
1798.0,stable
1799.0,stable
1800.0,stable
1801.0,stable
1802.0,stable
1803.0,stable
1804.0,stable
1805.0,stable
1806.0,stable
1807.0,stable
1808.0,stable
1809.0,stable
1810.0,stable
1811.0,stable
1812.0,stable
1813.0,stable
1814.0,stable
1815.0,stable
1816.0,stable
1817.0,stable
1818.0,stable
1819.0,stable
1820.0,stable
1821.0,stable
1822.0,stable
1823.0,stable
1824.0,stable
1825.0,stable
1826.0,stable
1827.0,stable
1828.0,stable
1829.0,stable
1830.0,stable
1831.0,stable
1832.0,stable
1833.0,stable
1834.0,stable
1835.0,stable
1836.0,stable
1837.0,stable
1838.0,stable
1839.0,stable
1840.0,stable
1841.0,stable
1842.0,stable
1843.0,stable
1844.0,stable
1845.0,stable
1846.0,stable
1847.0,stable
1848.0,stable
1849.0,stable
1850.0,stable
1851.0,stable
1852.0,stable
1853.0,stable
1854.0,stable
1855.0,stable
1856.0,stable
1857.0,stable
1858.0,stable
1859.0,stable
1860.0,stable
1861.0,stable
1862.0,stable
1863.0,stable
1864.0,stable
1865.0,stable
1866.0,stable
1867.0,stable
1868.0,stable
1869.0,stable
1870.0,stable
1871.0,stable
1872.0,stable
1873.0,stable
1874.0,stable
1875.0,stable
1876.0,stable
1877.0,stable
1878.0,stable
1879.0,stable
1880.0,stable
1881.0,stable
1882.0,stable
1883.0,stable
1884.0,stable
1885.0,stable
1886.0,stable
1887.0,stable
1888.0,stable
1889.0,stable
1890.0,stable
1891.0,stable
1892.0,stable
1893.0,stable
1894.0,stable
1895.0,stable
1896.0,stable
1897.0,stable
1898.0,stable
1899.0,stable
1900.0,stable
1901.0,stable
1902.0,stable
1903.0,stable
1904.0,stable
1905.0,stable
1906.0,stable
1907.0,stable
1908.0,stable
1909.0,stable
1910.0,stable
1911.0,stable
1912.0,stable
1913.0,stable
1914.0,stable
1915.0,stable
1916.0,stable
1917.0,stable
1918.0,stable
1919.0,stable
1920.0,stable
1921.0,stable
1922.0,stable
1923.0,stable
1924.0,stable
1925.0,stable
1926.0,stable
1927.0,stable
1928.0,stable
1929.0,stable
1930.0,stable
1931.0,stable
1932.0,stable
1933.0,stable
1934.0,stable
1935.0,stable
1936.0,stable
1937.0,stable
1938.0,stable
1939.0,stable
1940.0,stable
1941.0,stable
1942.0,stable
1943.0,stable
1944.0,stable
1945.0,stable
1946.0,stable
1947.0,stable
1948.0,stable
1949.0,stable
1950.0,stable
1951.0,stable
1952.0,stable
1953.0,stable
1954.0,stable
1955.0,stable
1956.0,stable
1957.0,stable
1958.0,stable
1959.0,stable
1960.0,stable
1961.0,stable
1962.0,stable
1963.0,stable
1964.0,stable
1965.0,stable
1966.0,stable
1967.0,stable
1968.0,stable
1969.0,stable
1970.0,stable
1971.0,stable
1972.0,stable
1973.0,stable
1974.0,stable
1975.0,stable
1976.0,stable
1977.0,stable
1978.0,stable
1979.0,stable
1980.0,stable
1981.0,stable
1982.0,stable
1983.0,stable
1984.0,stable
1985.0,stable
1986.0,stable
1987.0,stable
1988.0,stable
1989.0,stable
1990.0,stable
1991.0,stable
1992.0,stable
1993.0,stable
1994.0,stable
1995.0,stable
1996.0,stable
1997.0,stable
1998.0,stable
1999.0,stable
2000.0,stable
2001.0,stable
2002.0,stable
2003.0,stable
2004.0,stable
2005.0,stable
2006.0,stable
2007.0,stable
2008.0,stable
2009.0,stable
2010.0,stable
2011.0,stable
2012.0,stable
2013.0,stable
2014.0,stable
2015.0,stable
2016.0,stable
2017.0,stable
2018.0,stable
2019.0,stable
2020.0,stable
2021.0,stable
2022.0,stable
2023.0,stable
2024.0,stable
2025.0,stable
2026.0,stable
2027.0,stable
2028.0,stable
2029.0,stable
2030.0,stable
2031.0,stable
2032.0,stable
2033.0,stable
2034.0,stable
2035.0,stable
2036.0,stable
2037.0,stable
2038.0,stable
2039.0,stable
2040.0,stable
2041.0,stable
2042.0,stable
2043.0,stable
2044.0,stable
2045.0,stable
2046.0,stable
2047.0,stable
2048.0,stable
2049.0,stable
2050.0,stable
2051.0,stable
2052.0,stable
2053.0,stable
2054.0,stable
2055.0,stable
2056.0,stable
2057.0,stable
2058.0,stable
2059.0,stable
2060.0,stable
2061.0,stable
2062.0,stable
2063.0,stable
2064.0,stable
2065.0,stable
2066.0,stable
2067.0,stable
2068.0,stable
2069.0,stable
2070.0,stable
2071.0,stable
2072.0,stable
2073.0,stable
2074.0,stable
2075.0,stable
2076.0,stable
2077.0,stable
2078.0,stable
2079.0,stable
2080.0,stable
2081.0,stable
2082.0,stable
2083.0,stable
2084.0,stable
2085.0,stable
2086.0,stable
2087.0,stable
2088.0,stable
2089.0,stable
2090.0,stable
2091.0,stable
2092.0,stable
2093.0,stable
2094.0,stable
2095.0,stable
2096.0,stable
2097.0,stable
2098.0,stable
2099.0,stable
2100.0,stable
2101.0,stable
2102.0,stable
2103.0,stable
2104.0,stable
